Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Hours,Minutes,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Receiving waters,County,Penalty Collected Comments,Penalty Collected,Notes
SSO,Anne Arundel County DPW,N/A,3/13/2007,3:45:00 PM,0,3,0,445 Mystic View Turn,,,,,25000,25000,Blockage,Marley Creek Headwater,Anne Arundel,,,Collection system not provided
SSO,Howard County DPW,N/A,3/14/2007,1:30:00 AM,0,2,0,"7951 Oceano Dr, MH 25, Cont.664",21045,,,,500,500,Grease,Unknown,Howard,,,Collection system not provided
SSO,Baltimore County DPW,N/A,3/14/2007,10:00:00 AM,0,1,0,200 E. Pennsylvania Ave.,21286,,,,80,80,Blockage,Donny Brook,Baltimore County,,,Collection system not provided
SSO,WSSC,N/A,3/14/2007,10:37:00 AM,0,2,0,"7302 Webster Ln., MH 11026115",20772,,,,240,240,Roots,Broad Creek,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,3/14/2007,1:00:00 PM,0,2,0,6019 Smith Ave.,,,,,2200,2200,Grease,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Queen Anne's County Sanitary District,N/A,3/15/2007,2:16:00 PM,0,2,0,111 Bay Meadows Dr.,21666,,,,200,200,Blockage,Unknown,Queen Anne's,,,Collection system not provided
SSO,Baltimore County DPW,N/A,3/15/2007,4:25:00 PM,0,1,0,Kelfield Dr @ Ingate Rd.,21227,,,Patapsco WWTP,200,200,Blockage,Tributary to West Branch,Baltimore County,,,None
CSO,"Cambridge, City of",MD0021636,3/15/2007,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,110000,110000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
BYPASS,"Havre de Grace, City of",MD0021750,3/16/2007,7:05:00 AM,0,10,0,WWTP Sand Filter,21078,,,Havre de Grace WWTP,0,0,Precipitation,Unknown,Harford,,,None
SSO,"St. Michaels, City of / MES",N/A,3/16/2007,8:29:00 AM,,,,"Calvert Ave., St. Michael's WWTP",,,,St. Michael's WWTP,0,0,Precipitation,Unknown,Talbot,,,"Duration, zip code & Receiving waters not provided"
SSO,Baltimore County DPW,N/A,3/16/2007,9:45:00 AM,0,12,15,"308 Essex Avenue, MH #23123, Essex",21221,39.321225,-76.477203,Back River WWTP,292864,292864,Precipitation,Northeast Creek,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,3/16/2007,10:00:00 AM,0,2,0,"326 Riverside Dr., Essex PS",21221,,,Back River WWTP,2000,2000,Precipitation,Back River,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,3/16/2007,10:30:00 AM,0,11,0,"Overbrook Road near Medwick Garth, MH # 371",21228,39.278797,-76.711232,Patapsco WWTP,122304,122304,Precipitation,Maidens Choice Creek,Baltimore County,,,None
BYPASS,Western Branch WWTP,MD0021741,3/16/2007,11:30:00 AM,0,7.5,0.05,"6600 Crain Hwy, Western Branch WWTP",20707,,,,2200,2200,Precipitation,Unknown,Prince George's,,,Collection system not provided
SSO,Charles County DPW,N/A,3/16/2007,12:00:00 PM,0,10,0,"Crain Highway & Centennial St, Town of La Plata WWTP",,,,,2000,2000,Contractor,Port Deposit Creek,Charles,,,Collection system not provided
SSO,City of Baltimore,N/A,3/16/2007,1:10:00 PM,0,10,0,"3600 Ash Street, Structure #5, Jones Falls PS",21202,,,Back River WWTP,270000,270000,Precipitation,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Baltimore County DPW,N/A,3/16/2007,1:45:00 PM,0,5,0,5809 Edmondson Avenue,21228,,,Patapsco WWTP,31720,31720,Precipitation,Maidens Choice Creek,Baltimore County,,,None
BYPASS,Myersville WWTP (MES),MD0020699,3/16/2007,2:00:00 PM,5,0,0,"Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville",21773,,,Myersville WWTP,1464800,1464800,Precipitation,Grindstone Run,Frederick,,,Collection system not provided
SSO,Baltimore County DPW,N/A,3/16/2007,2:30:00 PM,0,2,0,"Southern Cross Drive & Parsons, MH # 901891",21207,39.354111,-76.714815,Patapsco WWTP,2392,2392,Precipitation,Gwynn's Falls,Baltimore County,,,None
SSO,Charles County DPW,N/A,3/16/2007,3:15:00 PM,0,6,45,"19 Willow Ln, Town of LaPlata WWTP, MH",,,,,8000,8000,Precipitation,Clarks Run,Charles,,,Collection system not provided
SSO,Baltimore County DPW,N/A,3/16/2007,3:30:00 PM,0,4,30,"1100 Hengemihle Ave, Stemmers Run PS",21221,,,Back River WWTP,5400,5400,Precipitation,Northeast Creek,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,3/16/2007,4:15:00 PM,0,2,30,"1235 Reames Rd, White Marsh, White Marsh PS",21220,,,Back River WWTP,2500,2500,Precipitation,White Marsh Run,Baltimore County,,,Lat/Long could not be obtained with the address provided
SSO,Baltimore County DPW,N/A,3/16/2007,4:15:00 PM,0,9,15,"3902 Patterson Avenue, MH # 16432",21207,39.347109,-76.714804,Patapsco WWTP,99216,99216,Precipitation,Jones Falls,Baltimore County,,,None
BYPASS,"St. Michaels, City of / MES",MD0023604,3/16/2007,5:30:00 PM,2,16,,MES-Sand Filter,21108,,,,1133333,1133333,Precipitation,Miles River,Talbot,,,Collection system not provided
SSO,Baltimore County DPW,N/A,3/16/2007,6:45:00 PM,0,1,45,3443 Ripple Road,21244,,,,26312,26312,Precipitation,Gwynn's Falls,Baltimore County,,,Collection system not provided
SSO,Allegany County DPW,N/A,3/16/2007,8:30:00 PM,1,9,0,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21502,,,Celanese WWTP,99000,99000,Precipitation,North Branch Potomac River,Allegany,,,Collection system not provided
SSO,Anne Arundel County DPW,N/A,3/16/2007,10:05:00 PM,0,3,0,"4824-4826 Riverside Dr, Galesville",,,,,300,300,Pipe failure,West River,Anne Arundel,,,Collection system not provided
SSO,"Cambridge, City of",N/A,3/16/2007,,,,,Havre de Grace WWTP,,,,,0,0,Precipitation,Unknown,Cecil,,,"Duration, zip code & Receiving waters not provided"
CSO,"Cambridge, City of",MD0021636,3/16/2007,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,1400000,1400000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,Worcester County DPW,N/A,3/17/2007,12:30:00 PM,,,,"12317 Meadow Dr., Snug Harbour",21811,,,,200,200,Mechanical Failure,Unknown,Worcester,,,Duration & collection system not provided
SSO,City of Baltimore,N/A,3/17/2007,11:30:00 PM,0,4,0,"20 N. Streeper St, off 2900 E. Baltimore St.",,,,,2100,2100,Grease,Storm Drain & Inner Harbor,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,WSSC,N/A,3/18/2007,11:25:00 AM,0,3,50,8115 Riverside Ave. MH,20818,,,,210,210,Blockage,Cabin John,Montgomery,,,Collection system not provided
SSO,WSSC,N/A,3/18/2007,12:32:00 PM,0,1,58,"5602 Rhode Island Ave., MH",20781,,,,591,591,Unknown,Anacostia River,Prince George's,,,Collection system not provided
CSO,Allegany County DPW,MD0067407,3/19/2007,3:00:00 AM,0,1,0,001 Wright's Crossing PS,21532,39.382,-78.5557,Cumberland WWTP,3000,3000,Precipitation,Georges Creek,Allegany,,,None
SSO,Worcester County DPW,N/A,3/19/2007,11:00:00 AM,0,10,0,"12311 Meadow Dr., At Snug Harbour",21811,,,,199,199,Mechanical failure,Sinepuxent Bay,Worcester,,,Collection system not provided
SSO,City of Baltimore,N/A,3/19/2007,11:00:00 AM,0,4,0,800 Unetta Ave.,,,,,6000,6000,Grease,Gwynn's Falls Stream,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,Allegany County DPW,MD0067407,3/19/2007,6:00:00 PM,8,6,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,594000,594000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,3/19/2007,9:00:00 PM,6,11,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,465000,465000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/20/2007,12:00:00 AM,0,0,0,017 Evitts Creek PS,21502,39.391,-78.491,Cumberland WWTP,9500,9500,Precipitation,Evitts Creek,Allegany,,,None
SSO,Allegany County DPW,N/A,3/20/2007,12:00:00 AM,9,12,0,"Jennings Run Sanitary District, MH 47 Between Corriganville and Barrelville, Corriganville",21502,,,Cumberland WWTP,684000,684000,Precipitation,Jennings Run,Allegany,,,None
SSO,Allegany County DPW,MD0067407,3/20/2007,6:00:00 AM,1,18,0,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21532,,,Cumberland WWTP,126000,126000,Precipitation,North Branch Potomac River,Allegany,,,None
SSO,Howard County DPW,N/A,3/20/2007,12:15:00 PM,0,12,0,"Rte 29 S of Rte 175 SB side of Contract 295, MH 3963",21045,,,,30000,30000,Grease,Unknown,Howard,,,Collection system not provided
SSO,City of Baltimore,N/A,3/20/2007,12:30:00 PM,0,1,0,"3500 Wilkens Ave,",,,,,1400,1400,Grease,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,"Salisbury, City of",N/A,3/20/2007,1:15:00 PM,0,3,15,Center of Salisbury Parking Lot,21801,,,Salisbury WWTP,3250,3250,Mechanical failure,E&S Containment Area,Wicomico,,,None
SSO,WSSC,N/A,3/20/2007,3:28:00 PM,0,1,3,4410 Ambler Dr.,20895,,,,1,1,Blockage,Rock Creek,Montgomery,,,Collection system not provided
SSO,WSSC,N/A,3/20/2007,4:37:00 PM,0,2,38,"14002 Flint Rock Rd., MH 05138061",20853,,,,71,71,Unknown,Rock Creek,Montgomery,,,Collection system not provided
SSO,Anne Arundel County DPW,N/A,3/21/2007,7:30:00 AM,0,5,30,3926 Bayside Dr off of Ramsey,,,,,100,100,Pipe failure,Shoreham Beach,Anne Arundel,,,Collection system not provided
SSO,Queen Anne's County Sanitary District,N/A,3/21/2007,9:00:00 AM,0,0,5,310 Bateau Dr.,,,,,100,100,Blockage,Unknown,Queen Anne's,,,Collection system not provided
SSO,Charles County DPW,N/A,3/21/2007,2:30:00 PM,0,0,30,214 Washington Ave,,,,,1000,1000,Blockage,Port Deposit Creek,Charles,,,Collection system not provided
SSO,City of Baltimore,N/A,3/22/2007,9:30:00 AM,0,4,0,5100 Loch Raven Blvd. @ Kitmore,21217,,,Patapsco WWTP,3600,3600,Pipe failure,Chinquapin Run Stream,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Baltimore County DPW,N/A,3/22/2007,11:44:00 AM,0,1,14,Puttyhill Ave. & Goucher Blvd.,21286,,,,550,550,Grease,Herring Run,Baltimore County,,,Collection system not provided
SSO,City of Baltimore,N/A,3/22/2007,11:50:00 AM,0,2,0,3400 Wilkens Ave,21217,,,Patapsco WWTP,3000,3000,Grease,Gwynn's Falls Stream,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,3/22/2007,1:00:00 PM,0,21,30,6401 Loch Raven Blvd,21217,,,Patapsco WWTP,6450,6450,Pipe failure,Biddison Creek Run,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Allegany County DPW,N/A,3/23/2007,2:00:00 AM,3,3,0,"Jennings Run Sanitary District, Locust Grove Pump Station",21502,,,Cumberland WWTP,225000,225000,Precipitation,Wills Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/23/2007,7:00:00 AM,2,1,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,12000,12000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/23/2007,7:00:00 AM,2,1,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,12000,12000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/23/2007,7:00:00 AM,2,1,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/23/2007,7:00:00 AM,2,1,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/23/2007,7:00:00 AM,2,1,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
SSO,WSSC,N/A,3/23/2007,11:00:00 AM,0,39,0,"8021 Mandan Rd., Sewer Main SS14198030",20770,,,,40,40,Pipe failure,Western Branch,Prince George's,,,Collection system not provided
SSO,"Salisbury, City of",N/A,3/23/2007,3:15:00 PM,0,0,3,1142 Marine Rd. Lagoon # 2,21801,,,Salisbury WWTP,400,400,Operator Error,Ground Surface,Wicomico,,,None
SSO,Charles County DPW,N/A,3/23/2007,6:00:00 PM,0,15,30,Cobb Island Rd. Bridge,20646,,,,300,300,Pipe failure,Neale Sound,Charles,,,Collection system not provided
CSO,"Cumberland, City of",MD0021598,3/23/2007,7:18:55 PM,0,11,56,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,115300,115300,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,8:53:13 PM,0,3,25,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,93600,93600,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,8:53:36 PM,0,0,40,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,1700,1700,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,8:55:51 PM,0,10,0,015 Avirett,21502,39.391,-78.491,Cumberland WWTP,51700,51700,Precipitation,Potomac River,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,9:04:19 PM,0,7,21,008 Bedford Street,21502,39.391,-78.491,Cumberland WWTP,25600,25600,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,9:15:25 PM,0,8,37,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,763000,763000,Precipitation,Potomac River,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,9:17:43 PM,0,6,46,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,90400,90400,Precipitation,Potomac River,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/23/2007,10:17:57 PM,0,7,56,002 WWTP Bypass,21502,39.391,-78.491,Cumberland WWTP,553500,553500,Precipitation,Potomac River,Allegany,,,None
SSO,Allegany County DPW,N/A,3/24/2007,2:30:00 AM,0,48,19,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21502,,,Celanese WWTP,201000,201000,Precipitation,North Branch Potomac River,Allegany,,,Collection system not provided
SSO,Allegany County DPW,N/A,3/24/2007,2:30:00 AM,2,0,0,"Cresaptown Sanitary District, MH #20 on Darrows Lane",21502,,,Celanese WWTP,144000,144000,Precipitation,Warrior Run,Allegany,,,None
SSO,Allegany County DPW,N/A,3/24/2007,7:00:00 AM,0,16,0,"Bedford Road Sanitary District, Mill Run PS",21502,,,Cumberland WWTP,48000,48000,Precipitation,Pea Vine Run,Allegany,,,None
SSO,Washington County Department of Water Quality,N/A,3/24/2007,3:00:00 PM,,,,"13302 Pennsylvania Ave., Hagerstown, Mack Truck",,,,,6000,6000,Mechanical Failure,Unknown,Washington,,,"Duration, collection system & zip code not provided"
SSO,Anne Arundel County DPW,N/A,3/25/2007,3:27:00 AM,0,2,0,85 Mc Kinsey Rd.,21114,,,,250,250,Mechanical Failure,Unknown,Anne Arundel,,,Collection system not provided
SSO,WSSC,N/A,3/25/2007,12:17:00 PM,0,1,23,3136 Pyles Dr.,20774,,,,6,6,Blockage,Western Branch,Prince George's,,,Collection system not provided
SSO,Harford County Public Schools,N/A,3/26/2007,10:30:00 AM,2,3,0,"North Harford High School, 211 Pylesville Rd.",21132,,,,49000,49000,Blockage,Unnamed Trib. To Broad Creek,Harford,,,Collection system not provided
SSO,"Salisbury, City of",N/A,3/26/2007,11:00:00 AM,0,0,10,1142 Marine Rd.,21801,,,Salisbury WWTP,789,789,Mechanical Failure,Berm,Wicomico,,,None
SSO,Garrett County DPW,N/A,3/26/2007,1:30:00 PM,0,4,0,"Accident WWTP, 427 South Main St.",,,,,960,960,Mechanical Failure,Unknown,Garrett,,,Collection system not provided
SSO,MES,N/A,3/27/2007,10:00:00 AM,0,0,30,Brown St. Rd. Pretreatment Leachate from Saint,21108,,,,200,200,Mechanical Failure,Unknown,Prince George's,,,Collection system not provided
SSO,Allegany County DPW,N/A,3/27/2007,10:00:00 AM,0,15,0,"Jennings Run Sanitary District, Locust Grove Pump Station",21502,,,Cumberland WWTP,45000,45000,Precipitation,Wills Creek,Allegany,,,None
SSO,WSSC,N/A,3/27/2007,,,,,"915 Manor House Dr @ Clean out Srpingdale, MD",,,,,999,999,Blockage,Unknown,Prince George's,,,"Duration, collection system & zip code not provided"
SSO,WSSC,N/A,3/28/2007,7:44:00 AM,0,2,50,12714 Water Fowl Way,20774,,,,85,85,Grease,Western Branch,Prince George's,,,Collection system not provided
SSO,"Annapolis, City of",N/A,3/28/2007,10:30:00 AM,0,3,0,"Windsor Ave. & Madison Ave., Force Main from Baucher Ave.",21401,,,,200,200,Pipe failure,Spa Creek,Anne Arundel,,,Collection system not provided
SSO,WSSC,N/A,3/28/2007,1:31:00 PM,0,2,23,"1400 Golf Course Dr, Bowie, MD",20715,,,,134,134,Grease,Western Branch,Prince George's,,,Collection system not provided
SSO,Harford County DPW,N/A,3/28/2007,9:00:00 PM,0,1,30,"Village of Thomas Run MH, Intersection of Centreville Rd. & Bramble Brook Ln.",21014,,,,1800,1800,Blockage,Bynum Run,Harford,,,Collection system not provided
SSO,Washington County Department of Water Quality,N/A,3/29/2007,3:00:00 PM,0,2,30,"18906 A Sandy Hook Road, Knoxville, MD",,,,,299,299,Mechanical failure,Unknown,Washington,,,Collection system not provided
SSO,MES,N/A,3/30/2007,7:15:00 AM,,,,"13460 Rustling Oaks Dr, Wye Preserve",,,,,1000,1000,Contractor,Unknown,Talbot,,,"Duration, collection system & zip code not provided"
SSO,Baltimore County DPW,N/A,3/30/2007,7:51:00 AM,0,1,14,6424 Windsor Mill Rd @ Woodlawn Dr.,21207,,,Patapsco WWTP,800,800,Grease,Storm Drain Trib to Gwynn's Falls,Baltimore County,,,None
SSO,Frederick County Utilities & Solid Waste Management,N/A,3/30/2007,10:00:00 AM,0,1,0,"219 Jefferson Pike, Knoxville, MD. Grinder Pump",,,,,800,800,Pipe failure,Unknown,Frederick,,,Collection system not provided
SSO,Charles County DPW,N/A,3/31/2007,9:15:00 AM,0,2,0,Adjacent to Mt. Carmel WWTP MH,,,,,200,200,Blockage,Unknown,Charles,,,Collection system not provided
SSO,City of Baltimore,N/A,3/31/2007,11:00:00 PM,0,4,0,3026 Seaman Ave.,,,,,2400,2400,Grease,Middle Branch,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,Allegany County DPW,MD0067407,4/1/2007,8:00:00 AM,0,17,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,51000,51000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,4/1/2007,8:00:00 AM,0,17,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,51000,51000,Precipitation,Georges Creek,Allegany,,,None
SSO,Charles County DPW,N/A,4/1/2007,10:00:00 AM,0,2,0,Fairview Beach Main PS,,,,,0,0,Power Surge,Potomac River,Charles,,,Collection system not provided
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,6000,6000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,004/F,21532,37.57913753,-81.52840922,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,005/G,21532,37.57913835,-81.52841652,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/1/2007,3:30:00 PM,0,15,30,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,5:19:59 PM,0,19,0,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,20300,20300,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,10:46:04 PM,0,9,0,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,5000,5000,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,10:46:26 PM,0,8,21,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,4300,4300,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,10:50:13 PM,0,6,0,019 Walnut Place,21502,39.391,-78.491,Cumberland WWTP,700,700,Precipitation,Potomac River,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,10:50:29 PM,0,8,18,015 Avirett,21502,39.391,-78.491,Cumberland WWTP,11600,11600,Precipitation,Potomac River,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,10:56:43 PM,0,12,56,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,36900,36900,Precipitation,Potomac River,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,10:56:52 PM,0,9,0,008 Bedford Street,21502,39.391,-78.491,Cumberland WWTP,2400,2400,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2007,11:01:00 PM,0,6,0,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,63000,63000,Precipitation,Potomac River,Allegany,,,None
